Date,Time,Accel_X,Accel_Y,Accel_Z,Acc_Magnitude,Jerk_Magnitude,Axial_x,Axial_y,Axial_z
15/7/2026,17:10:22,997.31,52.25,-192.87,1017.14,285.23,231.93,48.83,-158.69
15/7/2026,17:10:22,997.07,50.78,-189.94,1016.27,164.23,-12.2,-73.24,146.48
15/7/2026,17:10:22,992.43,52,-198.49,1013.42,489.96,-231.94,61.03,-427.25
15/7/2026,17:10:22,998.29,47.12,-196.04,1018.45,400.42,292.97,-244.14,122.07
15/7/2026,17:10:22,989.01,49.8,-191.41,1008.6,535.72,-463.87,134.28,231.93
15/7/2026,17:10:22,993.9,47.12,-197.27,1014.38,404.31,244.14,-134.28,-292.97
15/7/2026,17:10:22,994.87,47.61,-190.43,1014.05,346.13,48.83,24.41,341.8
15/7/2026,17:10:22,994.63,50.54,-197.51,1015.31,383.31,-12.2,146.48,-354
15/7/2026,17:10:22,996.83,48.1,-191.89,1016.27,325.27,109.86,-122.07,280.76
15/7/2026,17:10:22,995.85,53.47,-198.97,1016.94,447.02,-48.83,268.55,-354
15/7/2026,17:10:22,996.09,49.32,-192.38,1015.7,389.67,12.21,-207.52,329.59
15/7/2026,17:10:22,999.27,51.51,-182.86,1017.17,513.71,158.69,109.86,476.07
15/7/2026,17:10:22,994.87,51.27,-196.29,1015.35,706.53,-219.73,-12.21,-671.39
15/7/2026,17:10:22,998.05,55.66,-198.24,1019.07,288.1,158.69,219.73,-97.66
15/7/2026,17:10:22,994.87,52.73,-188.72,1013.99,522.77,-158.69,-146.48,476.07
15/7/2026,17:10:22,995.36,52.73,-197.02,1016.04,415.76,24.41,0,-415.04
15/7/2026,17:10:22,993.65,49.07,-196.29,1014.04,205.35,-85.45,-183.11,36.62
15/7/2026,17:10:22,994.14,52.98,-193.36,1014.15,245.36,24.41,195.31,146.48
15/7/2026,17:10:22,994.63,49.07,-200.68,1015.86,415.76,24.41,-195.31,-366.21
15/7/2026,17:10:22,995.12,51.51,-190.67,1014.53,515.74,24.41,122.07,500.49
15/7/2026,17:10:22,996.34,53.71,-197.27,1017.1,352.74,61.03,109.86,-329.59
